restuarant_name,number_of_reviews,food_overall_rating,service_overall_rating,ambiance_overall_rating,overall_rating,noise_level,one_star_percent,two_star_percent,three_star_percent,four_star_percent,five_star_percent,loved_for_array,filters_array
"Rutherford, Buckridge and McGlynn",240,4.04,2.80,3.64,2.95,energetic,0.0017263535432009223,0.0031534580563905806,0.017185352003016702,0.04799424568688359,0.9295196796950658,"{false,false,true,false}","{true,false,false,false}"
"Bruen, Fritsch and Rutherford",104,2.98,0.16,0.37,3.31,do not recall,0.001377448324336099,0.004238780993660068,0.04137316703597383,0.09661281847517098,0.8528031815880337,"{false,true,true,true}","{false,true,false,true}"
Emmerich - Gibson,39,0.20,2.48,2.76,0.63,do not recall,0.0017916750056746053,0.04250812676898976,0.0694308362485937,0.09324602582891264,0.7874292965105119,"{true,false,true,false}","{false,true,false,true}"
Stroman LLC,209,1.11,2.04,0.94,2.39,quiet,0.01019314343153867,0.030838115992472433,0.041024051536333477,0.08109142782564882,0.8349627553116852,"{false,true,false,true}","{true,true,true,true}"
McCullough - Fritsch,260,4.52,4.89,2.30,2.47,energetic,0.03863805671728791,0.21839716484270097,0.06684138084129486,0.056838663466353245,0.6188819560480205,"{false,false,false,false}","{true,false,true,false}"
Hilll - Graham,127,2.05,0.78,4.34,3.86,energetic,0.0008431057475437071,0.01760364605297119,0.012137331832036238,0.05192723039038341,0.9170585206598856,"{false,false,false,false}","{false,false,false,true}"
"Witting, Cruickshank and Hane",219,4.59,3.31,1.03,1.82,do not recall,0.015871714797948203,0.0027581289622566453,0.013096901418211689,0.2607024385318065,0.6892221211539014,"{true,true,false,true}","{false,true,true,false}"
"Flatley, Rippin and Hyatt",203,3.74,2.00,3.71,1.82,energetic,0.24346199359270768,0.27817741626798037,0.27910161976179526,0.02409228066221757,0.10973488425886835,"{true,false,false,true}","{true,false,false,false}"
Kuvalis Inc,85,1.76,0.10,3.83,1.92,moderate,0.0009387201132103833,0.0010874995150107593,0.00024335656768199052,0.0011834323256003205,0.9962335628975134,"{false,false,true,false}","{true,true,false,true}"
"Schuppe, Kiehn and Steuber",131,3.16,2.54,0.47,4.87,moderate,0.001307982554739001,0.010454948045072089,0.020231938029075792,0.91806575383625,0.045581234193412534,"{false,true,true,false}","{false,false,false,false}"
"Konopelski, Kling and Prohaska",274,3.15,0.45,4.65,3.72,moderate,0.00038076608746558305,0.0007651856146314309,0.0052699669624336025,0.0006247116227181455,0.9921881800482328,"{true,true,true,false}","{false,true,false,false}"
Barrows - Tromp,4,1.25,3.72,1.94,3.63,do not recall,0.02098751816288477,0.05899058445597525,0.0914087414376551,0.048709661585696014,0.7646482398182428,"{true,true,false,true}","{false,false,false,true}"
Jaskolski - Nolan,24,1.39,2.20,2.84,4.47,do not recall,0.0016695041806625414,0.029724023675345233,0.015329896303115442,0.05989542962119715,0.8929266017181823,"{true,true,false,true}","{true,true,true,false}"
Leannon Group,386,2.89,1.73,4.73,3.99,do not recall,0.06148815564445611,0.021435182871038686,0.10600850742317278,0.6209756309635556,0.1451533705597554,"{true,true,true,true}","{true,false,false,false}"
"Cremin, Mayert and Luettgen",294,3.12,1.91,0.93,3.06,quiet,0.0028726172703186065,0.05866121774558443,0.22654127586846773,0.20851085120035587,0.4924642531301291,"{false,true,true,true}","{false,false,true,false}"
"Kertzmann, Gottlieb and Johnson",315,3.68,2.08,0.35,4.33,moderate,0.1219582028086871,0.007628100065231466,0.24373117974040595,0.20254963023724096,0.37847791486029636,"{true,true,false,true}","{false,true,false,true}"
"Ondricka, Raynor and Mueller",51,0.76,1.93,4.86,4.60,quiet,0.02459463002358,0.09218842916845404,0.767739274622123,0.02532023793453843,0.06027115612841527,"{true,false,false,true}","{true,false,false,true}"
"Walter, Skiles and Raynor",132,4.72,2.60,2.29,2.90,moderate,0.007679767860055358,0.02632720262599126,0.07746651658924086,0.46481703419438786,0.3438484428801396,"{false,true,false,false}","{true,true,false,false}"
Bogan - Reichel,218,3.49,3.90,3.27,1.22,energetic,0.016838304736149102,0.14635489280000208,0.19484755530929032,0.45571886698441527,0.09264208702373433,"{false,true,true,true}","{false,false,true,false}"
"Wintheiser, Kris and Cruickshank",37,3.03,1.14,2.40,4.17,quiet,0.00018276155522302598,0.00040082436549458174,0.005196180815249112,0.02053686982145225,0.972133205404687,"{false,true,true,true}","{false,false,true,false}"
"Frami, Murphy and Toy",372,4.81,4.74,2.33,3.73,quiet,0.009851099300840967,0.0047502936358931,0.09863271603275096,0.1514818175586631,0.7321380950810594,"{false,true,true,false}","{false,true,false,false}"
Altenwerth - Kuhic,55,4.27,1.92,4.95,3.74,do not recall,0.003674541720288161,0.02475154358471089,0.06228928296872968,0.15871998423437222,0.7302060635155718,"{false,true,true,false}","{false,false,false,true}"
Wisoky and Sons,46,3.48,0.77,3.61,3.29,energetic,0.0009431804976443841,0.007621035452028152,0.00871416182788407,0.03738847460190258,0.9434106971899459,"{false,false,false,false}","{false,false,true,false}"
Bosco - Kling,25,1.19,2.71,1.41,2.05,quiet,0.0034812509931348586,0.005219848075987417,0.03907790280339315,0.05421965024324932,0.8946265382221521,"{false,true,true,true}","{false,true,false,true}"
"Yundt, Lesch and Rempel",367,4.88,1.84,2.25,1.28,moderate,0.014484697091440683,0.06424135550012641,0.03442323159717531,0.09864591161987184,0.7572649172124679,"{true,true,true,true}","{false,false,false,true}"
Nitzsche and Sons,233,4.91,2.92,1.98,1.02,do not recall,0.37190751825909213,0.040247408883549066,0.16106833654206257,0.26756345051092917,0.055126456381016986,"{false,true,true,false}","{true,false,true,true}"
Emmerich - Larson,131,1.36,4.95,0.46,1.53,moderate,0.02816407050408367,0.0028494737966660148,0.030004892491751728,0.4137974232134367,0.5070015298660624,"{false,true,false,false}","{false,true,false,false}"
Williamson Group,148,0.79,1.02,3.02,2.20,moderate,0.08354792263321131,0.09140193763028397,0.07669346584922261,0.01387130665141614,0.6341808218546161,"{false,false,false,true}","{true,false,false,false}"
Conn - Stroman,342,4.50,4.15,3.62,4.68,do not recall,0.031742879930406406,0.10899575942021292,0.007018938195713749,0.4742013784472288,0.33155559934620293,"{false,true,true,false}","{false,false,true,true}"
Tillman - Konopelski,348,0.59,1.88,3.95,1.46,moderate,0.005666454505215484,0.00015475465959346245,0.0021611217666437773,0.022113246235013706,0.9652156619859735,"{true,false,true,false}","{true,false,true,false}"
Schmidt and Sons,131,4.59,0.01,0.13,0.71,moderate,0.03648601339239085,0.21289624478055597,0.03746050722164679,0.36716632160109863,0.29336921907171964,"{false,true,true,true}","{false,true,false,false}"
Harris Group,52,0.22,1.65,3.38,1.58,quiet,0.29405214352606407,0.010815504276424711,0.12049969481974179,0.27699701810817173,0.15509913134444187,"{false,false,true,false}","{true,true,false,true}"
Kohler Inc,250,1.22,2.03,0.95,2.15,moderate,0.002137301782540299,0.00043664532912149627,0.00667176934097048,0.0717550254345207,0.9174591698255474,"{false,true,false,true}","{false,true,true,false}"
Douglas - Ward,232,2.96,0.28,4.43,4.06,moderate,0.04291653157911592,0.005076560672705225,0.13795261050697274,0.40461589996761727,0.4077857448376776,"{false,false,false,true}","{false,false,true,true}"
Murphy - Feest,111,4.49,2.22,2.93,0.73,energetic,0.017438718748518343,0.3567007276641259,0.06621705887794353,0.1588585103937311,0.3219627620700918,"{true,true,false,true}","{true,false,false,false}"
Rempel - Howe,250,4.05,2.61,0.82,2.35,energetic,0.009223529666671941,0.10325809268576566,0.12934575723166075,0.09198871078034183,0.6030143408176689,"{true,true,false,true}","{true,true,true,true}"
Hintz - Kuvalis,321,1.01,0.15,3.51,3.54,quiet,0.2585033993559517,0.029160268429172714,0.5886437311967182,0.023188718195890058,0.01777620260082413,"{false,false,false,true}","{false,false,false,false}"
Schmeler Inc,74,2.57,3.81,3.06,2.66,energetic,0.028818814831372535,0.04648460481785307,0.10558605928337463,0.16723898671395543,0.6352015352783638,"{false,false,false,false}","{true,true,false,true}"
"Parker, Reynolds and Medhurst",182,1.85,1.90,1.95,3.29,moderate,0.0002072745485774752,0.006740702770896887,0.0032054710784570205,0.0770602821806125,0.9127453548709221,"{true,true,true,false}","{false,true,true,false}"
Feest - Kessler,228,3.06,1.77,4.87,1.87,energetic,0.015302445214292177,0.2610001062684739,0.22879391805873564,0.33813178482682055,0.14145378629813732,"{true,true,true,true}","{true,false,false,true}"
Wolff - Braun,34,2.74,1.63,1.15,3.84,moderate,0.007959698494932783,0.012200345016562386,0.08931448167062116,0.19436098813568434,0.6850363547319456,"{true,false,true,false}","{false,true,true,true}"
Waters - O'Keefe,275,0.65,3.22,1.78,0.05,energetic,0.15509797267093306,0.024793835070417023,0.19573596325976267,0.14422632627863038,0.43713058082545664,"{false,false,false,true}","{true,true,true,false}"
Gaylord Inc,276,4.25,4.90,2.13,3.36,quiet,0.009809820975649359,0.0018284951867837415,0.03245988010429779,0.06647885526904304,0.8857488566364657,"{true,true,true,false}","{true,true,true,false}"
Rath - Williamson,54,0.22,0.28,0.88,0.12,quiet,0.00003892152474982873,0.0000013266610246449252,0.00014763537068297872,0.000535296528279066,0.9992712233316987,"{true,true,true,true}","{true,true,true,false}"
Block LLC,270,1.29,2.48,2.81,4.60,quiet,0.03080089905612848,0.03479497515874575,0.5596130556125843,0.14940732516347063,0.1587312284027922,"{true,false,true,true}","{true,true,true,false}"
Morissette and Sons,105,2.68,2.31,0.29,3.92,moderate,0.0015072007864748436,0.03348521497645704,0.09149208710097248,0.16027276553253358,0.7128546118518722,"{true,false,false,true}","{true,false,false,true}"
Cruickshank LLC,33,1.50,3.83,3.42,4.45,energetic,0.000003056568894384079,0.000002490226220795075,0.0010242766193842617,0.5084933474697646,0.4904766330581396,"{true,false,false,true}","{true,true,false,true}"
Bashirian - Kerluke,185,2.87,4.47,0.47,2.82,energetic,0.0203523202039448,0.011189214236899336,0.04110249772265598,0.6955516703913405,0.19348311660351536,"{false,false,false,true}","{false,false,false,false}"
"Murazik, Collier and Schultz",119,4.99,3.51,0.86,4.88,do not recall,0.06568286762362256,0.002456782271495384,0.07244994289053583,0.627559719344562,0.21808733026189886,"{true,true,false,false}","{false,true,false,true}"
Will - Schuppe,83,1.98,2.60,4.03,4.53,energetic,0.038780681706165235,0.028563677605145457,0.7464909375904867,0.02340003243944761,0.14534718875145947,"{false,true,false,false}","{false,false,false,true}"
Gibson - Little,340,3.19,0.86,3.50,4.85,do not recall,0.00009134190781763514,0.0010208424187326515,0.04638593212471791,0.13900718894150357,0.8123613957992066,"{true,true,false,true}","{false,false,false,false}"
"Greenfelder, Howe and Hahn",41,1.39,2.35,3.32,2.11,do not recall,0.0006432968751184958,0.00017452936151841146,0.014003566128457701,0.060726947450784385,0.9192533797739075,"{false,true,true,false}","{false,true,false,false}"
Senger Inc,79,4.86,3.02,3.53,1.21,moderate,0.037325095299552906,0.03013970915437423,0.20112769461046115,0.33916655999223505,0.32613189431691736,"{false,true,true,true}","{false,true,false,true}"
Anderson Group,287,1.85,4.88,4.76,3.20,do not recall,0.010397594796851893,0.02720006051200722,0.027921151738409516,0.07309140296093433,0.8355529907178927,"{true,true,true,false}","{true,true,false,true}"
"Christiansen, Stokes and Kub",221,1.51,2.15,1.53,3.63,energetic,0.0005138230747832656,0.00038862734997790804,0.0007773024117205155,0.031436287354814976,0.9665035364643622,"{true,false,true,false}","{false,false,true,true}"
Shields - Cruickshank,210,2.27,4.49,3.46,4.30,quiet,0.0021024905130834653,0.011064476992453243,0.06792135121635409,0.4140663037361246,0.5035460946937766,"{false,false,true,true}","{true,true,false,false}"
Kuhic - Walker,235,0.60,2.32,2.07,1.94,quiet,0.021594222493798897,0.030606056166127518,0.022337022899100202,0.136799649289273,0.7843713899904659,"{true,true,false,true}","{true,false,true,false}"
Borer - Johnson,368,4.61,0.42,4.55,3.36,do not recall,0.009486561675917903,0.09725146857026953,0.07991642578574203,0.025121612919140664,0.7873963918840432,"{true,false,true,false}","{false,false,false,true}"
"O'Keefe, Collier and Stracke",327,3.78,4.34,4.66,0.91,energetic,0.0009987210527023893,0.08541040315637714,0.04204473004247489,0.6839069207297775,0.17638439853178545,"{true,true,false,false}","{true,true,true,false}"
"Rogahn, Batz and Hodkiewicz",146,2.68,0.68,0.65,3.55,energetic,0.12767042060108494,0.05159390127542118,0.07355422690080665,0.1197669672624716,0.6193705792576811,"{true,false,false,true}","{true,false,true,false}"
Lang Inc,264,4.06,3.06,0.49,1.42,moderate,0.04397035763222041,0.004367028511106308,0.389545454466666,0.2679607479972616,0.2676709804303141,"{false,false,true,true}","{true,false,false,false}"
"Schroeder, Kemmer and Terry",212,3.92,0.79,2.88,4.96,moderate,0.06534179446150264,0.14409051894141492,0.4932246730582885,0.20133512686975735,0.04165052353904497,"{false,false,false,true}","{true,true,false,true}"
Fay and Sons,165,1.34,3.96,0.44,2.19,quiet,0.048475727335069815,0.17962965376793735,0.3656141180514689,0.061845025218189416,0.33290652839760826,"{true,false,true,true}","{false,false,true,false}"
"VonRueden, Mueller and Ratke",11,3.93,1.93,0.37,3.32,do not recall,0.0012278421365038204,0.004913264478278991,0.144624760443311,0.11694407658080586,0.731996496581067,"{true,false,true,false}","{false,false,true,true}"
"Bernier, Wintheiser and Ryan",106,0.38,0.95,4.90,2.47,quiet,0.0009683894648852705,0.04954535027091098,0.013072992153501304,0.012891141882213634,0.9192220104440776,"{true,true,false,false}","{false,true,true,false}"
"Stiedemann, Barton and Schaden",89,0.98,0.24,1.43,4.51,quiet,0.00014580126122931372,0.01135763698470122,0.0004217404884937652,0.33939597770667906,0.646312609079565,"{true,true,false,true}","{false,false,false,true}"
Feil Group,48,1.41,3.07,3.97,4.92,moderate,0.000032797548832909646,0.00307194020003494,0.48011871530011785,0.06204290270391946,0.45374944324522426,"{false,false,true,false}","{false,true,false,true}"
"Macejkovic, Berge and McClure",308,4.84,3.21,2.66,3.67,do not recall,0.008286669595234273,0.005648127518256441,0.02940421013572166,0.01912138840248898,0.9364162632775914,"{false,false,true,false}","{false,false,false,true}"
"Sawayn, Simonis and Hermiston",193,4.99,0.71,0.13,0.38,moderate,0.0038727823263870875,0.10000294115964538,0.009355285849821584,0.10204544240991109,0.7783032339648077,"{true,false,false,true}","{true,false,true,true}"
Bernhard - Barton,381,1.14,1.03,2.28,4.09,do not recall,0.0008027908667750662,0.0074201803307569255,0.08980186994493353,0.5741705513314147,0.3275910788195082,"{false,false,false,false}","{false,true,false,false}"
Stokes Inc,266,3.25,2.24,2.30,2.84,quiet,0.05230590867618488,0.1720404341889897,0.0852059553901333,0.28098308386551274,0.30143146226417494,"{false,false,true,false}","{true,false,true,true}"
Rodriguez - Windler,118,1.17,0.93,0.51,4.03,quiet,0.00003545880440125584,0.0021409791951636508,0.15133641080875795,0.6859241143272047,0.1605606798586905,"{true,false,true,true}","{false,false,true,true}"
O'Reilly Inc,264,1.13,4.51,3.90,4.99,do not recall,0.00047977230278255033,0.010137527964024813,0.10474925486654019,0.6619402292259471,0.2183749705203868,"{true,true,true,true}","{false,false,false,false}"
"Lebsack, Heathcote and Casper",103,1.85,0.13,3.68,4.54,do not recall,0.012716751530115106,0.1257677286431338,0.1008909832978142,0.504275179294642,0.09630673326765149,"{true,true,false,false}","{false,true,true,true}"
"Dare, Cummerata and Kub",222,3.16,3.09,1.27,0.09,energetic,0.00007825762947545363,0.003918180859247522,0.026254803043840334,0.16956167770888306,0.7976957660443451,"{false,true,false,true}","{false,true,false,false}"
"Lebsack, Stroman and Schumm",372,1.89,4.81,2.11,1.73,do not recall,0.13362301764926127,0.30633091363146875,0.2739398820432851,0.10229080497392751,0.1717356844696698,"{true,true,false,true}","{false,true,true,false}"
"Adams, Wolf and Mann",192,0.84,0.88,2.16,2.64,quiet,0.00009665866188089751,0.00975482144810174,0.11596126485128283,0.30228223637340945,0.571853261891148,"{false,false,true,false}","{false,true,true,false}"
O'Reilly Inc,218,1.21,1.08,4.96,3.53,moderate,0.013255675449237293,0.10768855695848985,0.20504476050241444,0.5430515785824209,0.10893223035541122,"{true,true,true,true}","{true,false,true,false}"
Ferry Inc,20,1.36,4.48,4.96,2.17,do not recall,0.008926737601289116,0.027214246722822806,0.16658232638105722,0.42674494688893394,0.3446077865383914,"{false,true,false,false}","{true,false,false,true}"
Balistreri - Bergstrom,49,2.05,3.78,2.85,4.69,do not recall,0.033137538464067445,0.09777311267825117,0.06444608548130798,0.09101067612038598,0.6327121752686364,"{true,false,true,false}","{true,false,true,false}"
Gutmann and Sons,285,1.60,1.22,2.56,4.02,moderate,0.0018921619768179619,0.004043117783984427,0.02112276528406938,0.06340479652254644,0.9055801412199029,"{false,false,false,false}","{false,false,false,false}"
"Pacocha, Berge and Weissnat",389,3.45,2.60,3.41,4.03,moderate,0.0003703299877748357,0.00021717145599586726,0.0010235567910253783,0.07678837578662139,0.9208597293255629,"{true,true,true,false}","{true,true,true,false}"
Dibbert LLC,204,3.50,1.20,0.16,0.93,moderate,0.005093015620397111,0.08225930290364783,0.2710583103929126,0.16666559325582447,0.46848956803649067,"{true,false,true,false}","{true,true,false,true}"
"Bailey, Hoppe and Toy",189,2.22,1.69,0.72,0.22,moderate,0.042797099896943296,0.010039616063443571,0.11861764693767421,0.06620743888228721,0.760041191171793,"{false,true,true,false}","{true,true,true,false}"
"Beatty, Kunze and Kertzmann",287,3.48,3.71,2.15,0.02,energetic,0.0051929746521505015,0.04371299566018326,0.03294739467594627,0.007664122580015698,0.9062854422551814,"{false,true,true,false}","{true,true,false,true}"
Herzog LLC,141,2.56,1.34,3.05,0.55,quiet,0.0009301498485073765,0.030178943076729674,0.05793657449131301,0.12749261498071274,0.7711651146225589,"{false,false,false,false}","{false,true,false,false}"
Koepp - Kreiger,340,0.31,1.87,0.85,3.01,quiet,0.0007096867760604706,0.09992814992229086,0.08677109980001005,0.2380467386739219,0.5745012159974379,"{true,false,false,true}","{false,false,true,false}"
Greenholt Inc,222,4.97,4.57,2.30,0.20,energetic,0.0013100015332020308,0.008344199731148506,0.08315966398321151,0.7350653457186764,0.160891488490305,"{true,false,false,true}","{false,true,false,true}"
Hane - Murray,361,4.34,3.93,0.14,4.65,moderate,0.03585524861485825,0.13584383185501658,0.22851893582081242,0.3712935882019658,0.20791745096354175,"{true,true,false,false}","{false,false,false,true}"
Nitzsche - Ritchie,150,4.33,2.65,4.67,2.65,quiet,0.00039072291008697543,0.0041713524590793,0.07122341584364947,0.07513023039188825,0.8477643906572783,"{false,true,false,true}","{true,false,false,false}"
"Rolfson, Bergstrom and O'Reilly",255,1.07,0.38,1.28,4.26,quiet,0.051247139125905554,0.008268276833192822,0.13295205071938676,0.13472760696584374,0.615958266540964,"{true,false,true,true}","{true,true,true,false}"
"Wunsch, Parker and Reynolds",356,4.30,1.20,4.48,1.24,moderate,0.003919415146900533,0.11047051334064217,0.4216623091132212,0.15716362617785085,0.3045919389597114,"{false,true,true,false}","{true,true,false,false}"
Botsford - Haag,397,2.11,1.50,3.85,3.18,energetic,0.0008202133288802414,0.0015142699562465016,0.5856940401876307,0.2594484596358719,0.1525172817156648,"{false,true,false,true}","{true,true,false,true}"
Lowe - Thiel,97,4.10,2.88,2.73,2.76,moderate,0.008457719349987233,0.036103756645005716,0.23877498049964574,0.06119942812805443,0.6111186718481856,"{true,false,true,false}","{true,false,true,true}"
Price Group,383,1.79,2.82,0.31,2.84,moderate,0.030807953189371542,0.01639748173605564,0.14909164685680176,0.09248709961257703,0.7103141187087905,"{false,true,true,true}","{true,true,true,false}"
Ward - Rice,73,0.60,0.60,3.12,4.39,do not recall,0.47203323811022607,0.035045604445913175,0.06867846728543539,0.2722817694030289,0.036582175960086616,"{true,true,false,true}","{false,true,false,true}"
"Dare, Mitchell and Bashirian",244,3.55,4.28,0.69,1.96,quiet,0.005010402754504913,0.013290242161347608,0.2267171701999225,0.24132335085707987,0.5109373356713645,"{false,false,true,false}","{false,false,true,true}"
Hane Inc,19,1.72,0.55,3.11,2.19,energetic,0.026763905739018257,0.024331820766942732,0.17411975509823632,0.149468228891191,0.5758885272322676,"{true,false,true,true}","{true,false,true,true}"
Reynolds Group,40,2.90,0.50,0.41,2.04,do not recall,0.1344847469716664,0.18357180036818344,0.15410474065415045,0.03537250227005018,0.40890917478605826,"{false,false,false,true}","{false,true,false,true}"
"McGlynn, Keebler and Stoltenberg",398,4.95,0.79,2.76,3.65,moderate,0.03934379390437024,0.17113598210922143,0.03275579018446706,0.2586310580342669,0.3530130013302195,"{true,true,true,true}","{true,true,true,true}"
Rempel LLC,399,1.58,1.26,4.23,0.17,energetic,0.0021400271436685025,0.005434458134768022,0.0005418813491147918,0.02926395644221871,0.9620041567804101,"{false,true,true,false}","{true,true,false,false}"
"Hodkiewicz, Mertz and Brekke",250,1.51,2.13,3.45,4.10,quiet,0.01185025219012025,0.018442753379806543,0.14988149551241697,0.2820964648678939,0.5335989188177994,"{true,false,false,false}","{false,true,true,false}"
Nolan Inc,299,3.06,1.70,0.78,1.52,energetic,0.00514908605436373,0.004917764221566541,0.3145416032859175,0.5881914011540097,0.08333261425811456,"{false,false,true,false}","{false,true,true,false}"
"Littel, Goyette and Murray",70,2.17,2.59,0.99,0.59,moderate,0.05140851800898919,0.027389068767609586,0.2655342373617567,0.16854791836209612,0.4472776089590025,"{false,true,true,true}","{false,true,true,false}"
Ritchie - Quitzon,352,0.88,2.86,2.01,1.79,energetic,0.005111583194665652,0.012976225268283688,0.004909540144463171,0.11119459854293573,0.865432046362882,"{true,true,false,false}","{true,false,true,true}"
"Spencer, Kulas and Von",384,3.85,0.98,4.11,0.96,do not recall,0.5047883409440623,0.019630469744936558,0.041731575541524124,0.18609357291159306,0.24645512682383952,"{false,true,true,false}","{false,false,true,false}"
Fadel Group,160,2.99,1.38,3.87,1.28,quiet,0.0027346138857638203,0.02361499751657241,0.062136199486915795,0.007699511137758319,0.8992030735949468,"{true,true,true,true}","{true,true,true,false}"
"Zieme, Mayer and Goyette",308,1.73,5.00,2.49,0.11,moderate,0.05044564326388707,0.7802424430066341,0.00786769487380465,0.13676061330723346,0.007322455512979609,"{false,false,false,true}","{true,false,true,true}"
Lubowitz - Carter,350,3.81,1.43,2.97,1.29,moderate,0.4125331804716978,0.13170290914373378,0.058152191026528285,0.28304663161764465,0.09005607415732775,"{true,false,true,true}","{false,true,true,true}"
Marks LLC,181,4.40,4.76,4.86,0.88,quiet,0.0011371564503640855,0.11358685851635875,0.2329471120777499,0.28374566037271604,0.35203618022035377,"{false,true,false,false}","{true,false,true,false}"
"Jaskolski, Ebert and Boehm",267,4.47,3.10,3.18,2.79,quiet,0.04141850796021686,0.05094215868066018,0.017702577569209517,0.18537323690993118,0.6909827038828347,"{false,true,false,true}","{true,true,true,true}"
"Ryan, Fritsch and Rutherford",162,3.76,0.21,3.30,2.03,energetic,0.00017452055558784865,0.12085111755391516,0.01028754830331601,0.46400560325293033,0.39775462501653336,"{true,false,false,false}","{true,false,false,true}"
Greenfelder - Jacobson,330,2.58,0.09,3.45,2.10,energetic,0.039131709273636926,0.04137743222985997,0.2870387833848439,0.12282971883116009,0.3597908587989411,"{true,true,false,true}","{true,false,true,true}"
Bailey - Ondricka,301,0.92,0.35,1.54,0.66,do not recall,0.024993061250680196,0.02123041240661438,0.07631237390242675,0.48004901495708463,0.3204576118195537,"{true,false,false,false}","{false,true,true,false}"
Shields - Corwin,166,0.85,4.65,0.57,4.23,do not recall,0.1318831362819707,0.14982092193716826,0.23518305183673074,0.20237078372879702,0.26790060820188755,"{true,true,true,true}","{false,true,false,false}"
Homenick - Sipes,185,1.83,2.60,4.48,0.08,moderate,0.0012642260048355866,0.00042730303498588466,0.03292249038241421,0.040192003705860846,0.92488598952508,"{true,true,true,false}","{false,false,true,false}"
"Farrell, Altenwerth and Braun",289,2.31,4.39,3.82,1.57,quiet,0.014307765475240148,0.10808822915623799,0.05270420854792611,0.3794289406698083,0.4288308975988071,"{true,true,true,false}","{false,false,true,false}"
Steuber and Sons,27,0.06,2.02,4.71,3.72,do not recall,0.00259577774268174,0.012269025467464691,0.7417993501666444,0.06777951944711685,0.17523015050277246,"{false,true,false,true}","{true,false,true,true}"
Kshlerin - Pouros,41,0.18,4.47,4.01,3.17,energetic,0.028847486928409133,0.006110632086107784,0.19728386092483557,0.6109741975089277,0.053793986909530966,"{true,false,true,false}","{false,false,false,true}"
"Koepp, Donnelly and Johns",19,0.33,3.08,0.46,2.88,do not recall,0.011441137602625363,0.024171200234115117,0.22272918914982448,0.21802154961780443,0.5025304293750028,"{true,true,true,true}","{true,true,false,true}"
"Parisian, Russel and Hessel",138,1.84,2.76,4.17,4.58,moderate,0.002147227715497669,0.0025577363568984675,0.037978094126745236,0.04031176135757719,0.9154027080024745,"{true,true,true,true}","{false,false,false,false}"
Waters Group,166,2.09,0.84,2.22,4.43,moderate,0.0012712202144990088,0.024604149903994392,0.010194235493940855,0.08536871262142638,0.8764023223375168,"{false,true,false,false}","{false,false,false,false}"
"McGlynn, Schulist and Murphy",214,2.60,1.98,0.89,4.94,energetic,0.07388487540869708,0.007615631793725276,0.05106422465197922,0.05351194987815993,0.8086116696017185,"{false,false,false,false}","{false,true,false,false}"
McCullough - Murphy,74,4.43,4.65,1.57,3.98,do not recall,0.00024603234336698733,0.001502382212218774,0.01273291911313683,0.0008353712515293555,0.9846270370302721,"{false,true,false,true}","{false,false,false,false}"
Marks Group,31,1.00,3.27,2.38,3.36,energetic,0.00010417786650119163,0.0009107062456716338,0.0026582360752934794,0.438152964169592,0.557844021934504,"{false,true,false,true}","{false,false,false,true}"
"Fritsch, Brakus and Boyle",21,4.00,3.82,4.71,2.03,moderate,0.009346250810788133,0.04056196903043606,0.7616788317722771,0.04240455083731763,0.0682924083469636,"{true,true,true,false}","{true,false,false,false}"
Schoen - DuBuque,319,0.59,2.92,3.13,1.92,do not recall,0.011209678798342912,0.04094341829532113,0.035752917230588495,0.14344578829841137,0.7664633972570445,"{false,true,false,true}","{true,true,true,false}"
Block Inc,225,0.00,1.50,4.69,4.24,energetic,0.007151770339106819,0.0738228599542416,0.15540607433069367,0.1592977832305459,0.5998204064224437,"{false,true,false,true}","{false,true,true,false}"
Leffler Group,284,0.10,3.84,4.71,0.81,do not recall,0.02268219475068084,0.055577702860917885,0.3858617307853646,0.05053736323585177,0.45754427841294887,"{true,false,false,true}","{false,true,false,false}"
Thiel Inc,135,3.16,4.26,4.27,4.88,do not recall,0.00023243937957937726,0.0049380486128147326,0.003943776952468892,0.49620233921969015,0.49332967576465125,"{false,false,true,true}","{false,false,true,false}"
"Pollich, Kub and McCullough",247,4.67,1.13,1.78,4.23,do not recall,0.000041851160031671965,0.0091498600988757,0.022940639441166692,0.12796705668737904,0.8396709393525938,"{true,false,false,true}","{false,true,true,false}"
Konopelski and Sons,168,0.09,3.20,0.20,3.51,moderate,0.003636734303647368,0.0354003381867562,0.047635616462700044,0.1330664810643758,0.7316160894082397,"{false,false,false,false}","{true,true,false,true}"
Dach - Kuvalis,258,2.84,3.68,1.72,2.66,moderate,0.002257644433724774,0.017667975461832516,0.0211571616196972,0.014150999539600938,0.9435239686342183,"{false,true,false,false}","{true,false,false,true}"
Glover LLC,32,2.50,3.76,0.91,4.79,moderate,0.03588082844512658,0.04566697036415339,0.36158260638251366,0.010538818610169145,0.5301873813837614,"{false,true,false,true}","{false,true,false,true}"
Wuckert - Abbott,240,3.47,4.12,2.68,0.12,quiet,0.003939701018288613,0.09298551690519563,0.0713375698343328,0.501964629262953,0.31469987920462583,"{false,false,true,true}","{true,false,false,false}"
"Hilll, Dooley and Walsh",216,1.94,1.86,0.22,3.04,moderate,0.0005583783759000549,0.17394251480529885,0.08870403939117759,0.45697027682286434,0.2797862458319973,"{false,true,true,true}","{true,true,true,false}"
